id,smiles,score_1xq8,plif_1xq8,score_we_mean,plif_we_mean,SC1,SC2,SC3,SC4,score_c09,plif_c09,SC2_c09,SC4_c09
86,O=S(=O)(NCCCCN1CCOCC1)c1ccnc2ccccc12,-4.822,0.2687367410049923,-4.8457884,0.1886209909298071,4.822,4.8457884,5.628210223014976,5.4116513727894215,-5.192,0.3547968480340348,5.192,6.256390544102104
87,O=S(=O)(NCCCN1CCCCC1)c1ccnc2ccccc12,-4.863,0.2131888080889104,-4.7638059,0.2376617745799181,4.863,4.7638059,5.502566424266732,5.476791223739755,-5.156,0.2560771669766011,5.156,5.924231500929803
88,O=S(=O)(NCCN1CCCC1)c1ccnc2ccccc12,-4.732,0.0,-4.743265999999999,0.1745904949019102,4.732,4.743265999999999,4.732,5.26703748470573,-4.622,0.40959426691584166,4.622,5.850782800747525
89,O=S(=O)(NC[C@H]1CCCN1)c1ccnc2ccccc12,-4.841,0.0,-5.1501248,0.1636126546762029,4.841,5.1501248,4.841,5.640962764028609,-5.295,0.34064243381005255,5.295,6.316927301430157
90,O=S(=O)(N[C@@H]1C2CNC[C@@H]1C2)c1ccnc2ccccc12,-5.368,0.0,-5.1471581,0.2536133291076388,5.368,5.1471581,5.368,5.907998087322916,-5.18,0.184734427849939,5.18,5.7342032835498165
91,O=S(=O)(Nc1cccc2ncccc12)N1CCNCC1,-5.046,0.0,-5.0280754,0.1910173946607541,5.046,5.0280754,5.046,5.601127583982262,-5.344,0.20202222761670557,5.344,5.950066682850117
92,O=S(=O)(Nc1ccnc2ccccc12)C1CCNCC1,-5.168,0.0,-5.006467600000001,0.2167561945145355,5.168,5.006467600000001,5.168,5.656736183543607,-5.125,0.38827698321369214,5.125,6.289830949641076
93,O=S(=O)(c1c(F)ccc2cnccc12)N1CCCNCC1,-4.013,0.0011503039028698,-3.6377517999999993,0.2546141827902028,4.013,3.6377517999999993,4.01645091170861,4.401594348370608,-3.842,0.27990332147719715,3.842,4.681709964431592
94,O=S(=O)(c1c(F)ccc2ncccc12)N1CCCNCC1,-3.887,0.0379007730049587,-3.6848199,0.1912250856889324,3.887,3.6848199,4.000702319014876,4.258495157066798,-3.901,0.32830864750490374,3.901,4.885925942514711
95,O=S(=O)(c1cc(Cl)cc2ncccc12)N1CCCNCC1,-3.77,0.0,-3.5659497,0.2869200419912194,3.77,3.5659497,3.77,4.426709825973658,-3.722,0.009220284626177593,3.722,3.7496608538785328
96,O=S(=O)(c1cc(Cl)nc2ccccc12)N1CCNCC1,-4.973,0.0,-4.81671,0.2751807469199325,4.973,4.81671,4.973,5.642252240759797,-4.9,0.3547968480340348,4.9,5.964390544102105
97,O=S(=O)(c1cc(F)cc(F)c1)N1CCCNCC1,-3.788,0.0,-3.2299638,0.2761322363926626,3.788,3.2299638,3.788,4.058360509177987,-3.372,0.23834472016708558,3.372,4.087034160501257
98,O=S(=O)(c1cc(F)cc2ncccc12)N1CCCNCC1,-3.636,0.0,-3.6737536,0.2176532926577521,3.636,3.6737536,3.636,4.326713477973256,-3.985,0.25082893789750677,3.985,4.73748681369252
99,O=S(=O)(c1cc(F)nc2ccccc12)N1CCNCC1,-4.947,0.0013507978422093,-4.9257329,0.276148028457033,4.947,4.9257329,4.951052393526628,5.754176985371099,-5.166,0.31196812207515406,5.166,6.101904366225463
100,O=S(=O)(c1cc2cc(Cl)ccc2o1)N1CCCNCC1,-3.977,0.0140047234350353,-3.5769314,0.2459485019018229,3.977,3.5769314,4.019014170305106,4.314776905705469,-3.855,0.21318880808891053,3.855,4.494566424266732
101,O=S(=O)(c1cc2ccccc2cn1)N1CCCNCC1,-3.712,0.0119260540123342,-3.6277821,0.2721220109339947,3.712,3.6277821,3.7477781620370023,4.444148132801984,-3.918,0.34962646355051424,3.918,4.966879390651543
102,O=S(=O)(c1cc2ccccc2s1)N1CCNCC1,-5.095,0.0,-4.784188800000001,0.2585175748716157,5.095,4.784188800000001,5.095,5.559741524614848,-4.902,0.3119681220751541,4.902,5.837904366225462
103,O=S(=O)(c1ccc(Cl)c(Cl)c1)N1CCCNCC1,-3.477,0.0010708339378363,-3.2278360000000004,0.203267966010285,3.477,3.2278360000000004,3.480212501813509,3.8376398980308553,-3.335,0.022333160944409854,3.335,3.4019994828332294
104,O=S(=O)(c1ccc(Cl)c(Cl)c1)N1CCCNCCC1,-2.927,0.0,-3.0849042,0.2474420311568008,2.927,3.0849042,2.927,3.8272302934704014,-3.039,0.40959426691584166,3.039,4.267782800747526
105,O=S(=O)(c1ccc(Cl)cc1)N1CCNCC1,-4.845,0.0,-4.3039403,0.2195377932170474,4.845,4.3039403,4.845,4.962553679651142,-4.306,0.184734427849939,4.306,4.860203283549817
106,O=S(=O)(c1ccc(F)c(Cl)c1)N1CCNCC1,-5.034,0.0,-4.4367749000000005,0.229501846022133,5.034,4.4367749000000005,5.034,5.125280438066399,-4.855,0.3129314312011045,4.855,5.793794293603314
107,O=S(=O)(c1ccc(F)cc1)N1CCNCC1,-4.899,0.0,-4.2889345,0.2010553204610599,4.899,4.2889345,4.899,4.89210046138318,-4.448,0.34064243381005266,4.448,5.469927301430158
108,O=S(=O)(c1ccc2c(Br)cccc2c1)N1CCCC(N2CCCCC2)C1,-5.32,0.0,-5.7583675,0.2349306357847112,5.32,5.7583675,5.32,6.463159407354134,-6.108,0.3689517233821032,6.108,7.2148551701463095
109,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCNCC1,-4.852,0.0,-4.640668799999999,0.1893890774675247,4.852,4.640668799999999,4.852,5.208836032402574,-5.074,0.07451882610403458,5.074,5.297556478312104
110,O=S(=O)(c1ccc2ccccc2n1)N1CCNCC1,-5.496,0.0,-5.1162251,0.1985968890784032,5.496,5.1162251,5.496,5.71201576723521,-5.069,0.23834472016708563,5.069,5.784034160501257
111,O=S(=O)(c1ccc2cccnc2c1)N1CCNCC1,-5.457,0.0,-5.0164996,0.2116228568792222,5.457,5.0164996,5.457,5.651368170637666,-4.922,0.20107495327968866,4.922,5.525224859839065
112,O=S(=O)(c1ccc2ncccc2c1)N1CCCN(CC2CC2)CC1,-4.028,0.0,-3.727797100000001,0.2211839747442604,4.028,3.727797100000001,4.028,4.391349024232782,-3.891,0.4514045634344203,3.891,5.245213690303261
113,O=S(=O)(c1ccc2ncccc2c1)N1CCCNCC1,-3.765,0.0,-3.5647624,0.2025752478886735,3.765,3.5647624,3.765,4.172488143666021,-3.796,0.2702315812005834,3.796,4.60669474360175
114,O=S(=O)(c1ccc2ncccc2c1)N1CCN(CC2CCCN2)CC1,-5.832,0.0,-5.4902785000000005,0.1691480378244808,5.832,5.4902785000000005,5.832,5.997722613473443,-5.781,0.007851751801524339,5.781,5.804555255404573
115,O=S(=O)(c1ccc2ncsc2c1)N1CCCNCC1,-3.628,0.0,-3.2486378,0.2311548626601777,3.628,3.2486378,3.628,3.942102387980533,-3.315,0.4514045634344203,3.315,4.669213690303261
116,O=S(=O)(c1cccc(Cl)c1)N1CCN(C2CCCCC2)CC1,-5.718,0.0012425148500565,-5.002838500000001,0.1891682131481804,5.718,5.002838500000001,5.72172754455017,5.570343139444542,-5.436,0.3689517233821032,5.436,6.54285517014631
117,O=S(=O)(c1cccc(F)c1)N1CCCNCC1,-3.331,0.0238960495699233,-3.2503628,0.2851241798286618,3.331,3.2503628,3.40268814870977,4.105735339485985,-3.35,0.23834472016708563,3.35,4.065034160501257
118,O=S(=O)(c1cccc2ccccc12)N1CCCNCC1,-3.967,0.0,-3.7093434,0.2463567394838198,3.967,3.7093434,3.967,4.44841361845146,-3.81,0.40959426691584166,3.81,5.038782800747525
119,O=S(=O)(c1cccc2cccnc12)N1CCCNCC1,-4.023,0.0,-3.4761641000000005,0.1867541181069025,4.023,3.4761641000000005,4.023,4.036426454320708,-3.731,0.32830864750490374,3.731,4.715925942514711
120,O=S(=O)(c1cccc2cccnc12)N1CCNCC1,-5.151,0.0,-4.8893471,0.1480514263237025,5.151,4.8893471,5.151,5.333501378971108,-4.825,0.0,4.825,4.825
121,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,-3.735,0.0,-3.4869959000000006,0.2506064151347499,3.735,3.4869959000000006,3.735,4.23881514540425,-3.646,0.4844101046632693,3.646,5.099230313989808
122,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,-5.072,0.0013507978422093,-4.8369518000000005,0.2286490621605638,5.072,4.8369518000000005,5.076052393526628,5.522898986481692,-4.982,0.31293143120110456,4.982,5.920794293603314
123,O=S(=O)(c1cccc2nc(Cl)ccc12)N1CCCNCCC1,-3.34,0.0,-3.5445654,0.2403970542278035,3.34,3.5445654,3.34,4.265756562683411,-3.384,0.35479684803403483,3.384,4.4483905441021045
124,O=S(=O)(c1cccc2nc3ccccc3nc12)N1CCNCC1,-5.63,0.0,-5.3631541,0.1788590502771612,5.63,5.3631541,5.63,5.899731250831484,-5.488,0.21318880808891053,5.488,6.127566424266732
125,O=S(=O)(c1cccc2ncccc12)N1CCCN(C2CCC2)CC1,-3.95,0.0,-3.8022296,0.2112716566220258,3.95,3.8022296,3.95,4.436044569866077,-4.077,0.38827698321369214,4.077,5.241830949641076
126,O=S(=O)(c1cccc2ncccc12)N1CCCNCC1,-3.607,0.0249684354608422,-3.5177504,0.2426396102494047,3.607,3.5177504,3.681905306382527,4.245669230748215,-4.027,0.38827698321369214,4.027,5.191830949641076
127,O=S(=O)(c1cccc2ncccc12)N1CCNCC1,-5.071,0.0011503039028698,-4.765592600000001,0.2094034048950536,5.071,4.765592600000001,5.07445091170861,5.393802814685162,-4.876,0.3689517233821032,4.876,5.98285517014631
128,O=S(=O)(c1cccc2ncccc12)N1CC[C@H]2CNC[C@H]2C1,-5.281,0.0,-5.2026808,0.1889345715946705,5.281,5.2026808,5.281,5.769484514784012,-5.679,0.32830864750490374,5.679,6.6639259425147115
129,O=S(=O)(c1cccc2ncncc12)N1CCNCC1,-4.664,0.0,-4.669234200000002,0.1474693990719189,4.664,4.669234200000002,4.664,5.111642397215759,-5.04,0.0,5.04,5.04
130,O=S(=O)(c1ccnc2c(Cl)cccc12)N1CCCNCC1,-3.909,0.0219804885087416,-3.6284995,0.2126641187015658,3.909,3.6284995,3.974941465526225,4.266491856104698,-3.657,0.3119681220751541,3.657,4.592904366225462
131,O=S(=O)(c1ccnc2c(Cl)cccc12)N1CCNCC1,-5.137,0.0014797559834649,-4.7627306,0.2164362529205446,5.137,4.7627306,5.141439267950394,5.412039358761634,-4.914,0.3119681220751541,4.914,5.849904366225462
132,O=S(=O)(c1ccnc2cc(Cl)ccc12)N1CC(N2CCCCC2)C1,-5.408,0.0,-5.1505508,0.1728977607781239,5.408,5.1505508,5.408,5.669244082334372,-5.62,0.009220284626177593,5.62,5.6476608538785324
133,O=S(=O)(c1ccnc2ccc(Cl)cc12)N1CCCNCC1,-3.835,0.034862561825134,-3.5213392000000003,0.2395047420038216,3.835,3.5213392000000003,3.939587685475402,4.239853426011465,-3.914,0.22586050243666447,3.914,4.591581507309994
134,O=S(=O)(c1ccnc2ccc(Cl)cc12)N1CCNCC1,-4.99,0.0,-4.8488727,0.162329176656045,4.99,4.8488727,4.99,5.335860229968136,-4.997,0.0,4.997,4.997
135,O=S(=O)(c1ccnc2ccccc12)C1CCNCC1,-4.993,0.0,-4.8649071,0.2341985331218829,4.993,4.8649071,4.993,5.567502699365649,-5.172,0.2531814753644496,5.172,5.931544426093349
136,O=S(=O)(c1ccnc2ccccc12)N1CC(N2CCCNCC2)C1,-3.998,0.0111021299232453,-3.976875900000001,0.1939645508099047,3.998,3.976875900000001,4.031306389769736,4.558769552429714,-4.11,0.29562759664540444,4.11,4.996882789936214
137,O=S(=O)(c1ccnc2ccccc12)N1CCC(CSc2n[nH]c(=S)s2)CC1,-5.349,0.0202010558774953,-5.469205700000001,0.1966550787005144,5.349,5.469205700000001,5.409603167632486,6.059170936101544,-5.74,0.2799033214771972,5.74,6.579709964431592
138,O=S(=O)(c1ccnc2ccccc12)N1CCC1,-4.465,0.0,-4.3631196,0.2619446812435902,4.465,4.3631196,4.465,5.148953643730771,-4.732,0.35479684803403483,4.732,5.796390544102104
139,O=S(=O)(c1ccnc2ccccc12)N1CCC2(CCNCC2)C1,-5.632,0.0,-5.3845036,0.186682210425843,5.632,5.3845036,5.632,5.944550231277528,-5.578,0.009220284626177593,5.578,5.605660853878533
140,O=S(=O)(c1ccnc2ccccc12)N1CCCC(N2CCNCC2)C1,-5.761,0.0,-5.658975400000001,0.1687044809395838,5.761,5.658975400000001,5.761,6.1650888428187525,-5.658,0.22586050243666442,5.658,6.3355815073099935
141,O=S(=O)(c1ccnc2ccccc12)N1CCCC1,-4.729,0.0,-4.6707744,0.2306893984691221,4.729,4.6707744,4.729,5.362842595407367,-4.831,0.35479684803403483,4.831,5.895390544102105
142,O=S(=O)(c1ccnc2ccccc12)N1CCCCC1,-4.904,0.0,-4.6933156,0.2286081425931601,4.904,4.6933156,4.904,5.3791400277794805,-4.889,0.4844101046632692,4.889,6.342230313989808
143,O=S(=O)(c1ccnc2ccccc12)N1CCCN(C2CCCCCC2)CC1,-3.41,0.0,-3.1310959,0.2471307853290154,3.41,3.1310959,3.41,3.8724882559870455,-3.465,0.27023158120058327,3.465,4.27569474360175
144,O=S(=O)(c1ccnc2ccccc12)N1CCCNC(CO)C1,-3.819,0.0,-3.7206959,0.2538878941560457,3.819,3.7206959,3.819,4.4823595824681375,-3.566,0.35479684803403483,3.566,4.630390544102104
145,O=S(=O)(c1ccnc2ccccc12)N1CCCNCCC1,-3.477,0.0322753011198765,-3.3823540000000003,0.2532406474639077,3.477,3.3823540000000003,3.5738259033596296,4.142075942391724,-3.793,0.311968122075154,3.793,4.728904366225462
146,O=S(=O)(c1ccnc2ccccc12)N1CCN(CC(F)(F)F)CC1,-5.48,0.0,-5.0156889,0.1780556557294295,5.48,5.0156889,5.48,5.549855867188288,-5.158,0.012484217730421136,5.158,5.195452653191264
147,O=S(=O)(c1ccnc2ccccc12)N1CCN(CCF)CC1,-5.143,0.0153417281640524,-4.720753200000001,0.2633823612256208,5.143,4.720753200000001,5.189025184492157,5.510900283676864,-5.005,0.10408889992076145,5.005,5.317266699762285
148,O=S(=O)(c1ccnc2ccccc12)N1CCNC(CF)C1,-5.261,0.0,-4.9689149,0.2182129952437117,5.261,4.9689149,5.261,5.623553885731135,-4.98,0.311968122075154,4.98,5.915904366225463
149,O=S(=O)(c1ccnc2ccccc12)N1CCNC(c2ccccn2)C1,-6.446,0.0128820733163923,-5.6700153,0.2291364600484845,6.446,5.6700153,6.484646219949177,6.357424680145454,-6.035,0.10408889992076145,6.035,6.347266699762285
150,O=S(=O)(c1ccnc2ccccc12)N1CCNCC1,-5.219,0.0012425148500565,-4.895111100000001,0.2368473657905336,5.219,4.895111100000001,5.22272754455017,5.605653197371602,-4.888,0.35479684803403483,4.888,5.952390544102104
151,O=S(=O)(c1ccnc2ccccc12)N1CCOCC1,-4.807,0.0,-4.6502168,0.2765903492437548,4.807,4.6502168,4.807,5.479987847731264,-4.628,0.40959426691584166,4.628,5.856782800747525
152,O=S(=O)(c1ccnc2ccccc12)N1CC[C@@H](N2CCCC2)C1,-5.592,0.0,-5.1534695,0.2397835517904032,5.592,5.1534695,5.592,5.87282015537121,-5.323,0.27023158120058327,5.323,6.13369474360175
153,O=S(=O)(c1ccnc2ccccc12)[C@H]1CNC[C@@H](F)C1,-5.136,0.0,-4.964910099999999,0.2232802025832746,5.136,4.964910099999999,5.136,5.634750707749823,-5.173,0.010100527938747649,5.173,5.203301583816243
154,O=S(=O)(c1ccnc2cccnc12)N1CCC(N2CCCC2)CC1,-5.418,0.0,-4.964614399999999,0.1509669684949328,5.418,4.964614399999999,5.418,5.417515305484798,-4.991,0.29562759664540444,4.991,5.877882789936213
155,O=S(=O)(c1ccncc1)N1CCNCC1,-4.2,0.0153417281640524,-3.9351057,0.2018401114619119,4.2,3.9351057,4.246025184492157,4.5406260343857365,-4.154,0.31293143120110445,4.154,5.092794293603314
156,O=S(=O)(c1cnc2ccccc2c1)N1CCCNCC1,-3.743,0.0,-3.5152922,0.2707997146123906,3.743,3.5152922,3.743,4.327691343837172,-3.865,0.16839390242018934,3.865,4.370181707260568
157,O=S(=O)(c1cnc2ccccc2c1)N1CCN(CCO)CC1,-5.174,0.0,-4.919639,0.1708766683525427,5.174,4.919639,5.174,5.432269005057629,-5.122,0.008481165879740595,5.122,5.147443497639221
158,O=S(=O)(c1cnc2ccccc2c1)N1CCNCC1,-5.243,0.0,-4.9325075,0.2356002280245988,5.243,4.9325075,5.243,5.639308184073796,-5.133,0.311968122075154,5.133,6.068904366225462
159,O=S(=O)(c1cncc2ccccc12)N1CCCNCC1,-3.971,0.0189433977906277,-3.6031357,0.2282826835158423,3.971,3.6031357,4.027830193371884,4.287983750547527,-3.71,0.311968122075154,3.71,4.645904366225462
160,O=S(=O)(c1cncc2cccnc12)N1CCNCC1,-4.711,0.0013507978422093,-4.7551844,0.1677919128469481,4.711,4.7551844,4.715052393526628,5.258560138540845,-4.97,0.40959426691584166,4.97,6.198782800747525
161,O=S(=O)(c1cnccc1Br)N1CCNCC1,-4.568,0.0153417281640524,-4.115343200000001,0.1343580755634424,4.568,4.115343200000001,4.6140251844921565,4.518417426690328,-4.128,0.2560771669766011,4.128,4.896231500929804
162,O=S(=O)(c1csc2cnccc12)N1CCCNCC1,-3.265,0.0169609591860428,-3.1654329000000003,0.2466460042132347,3.265,3.1654329000000003,3.3158828775581286,3.9053709126397047,-3.314,0.0,3.314,3.314
163,O=S(=O)(c1sc2ccccc2c1Cl)N1CCNCC1,-5.085,0.0169609591860428,-4.753439900000001,0.2858971189421961,5.085,4.753439900000001,5.135882877558129,5.611131256826589,-4.798,0.31196812207515406,4.798,5.733904366225462
164,O=[N+]([O-])c1ccc(S(=O)(=O)N2CCCNCC2)cc1,-3.498,0.0,-3.2573554,0.1906265027227887,3.498,3.2573554,3.498,3.829234908168366,-3.552,0.31196812207515406,3.552,4.487904366225463
165,O=[N+]([O-])c1ccc2c(S(=O)(=O)N3CCNCC3)ccnc2c1,-5.695,0.0,-5.0063562,0.2587440971599526,5.695,5.0063562,5.695,5.782588491479858,-4.87,0.40959426691584166,4.87,6.098782800747525
166,O=[N+]([O-])c1ccc2nccc(S(=O)(=O)N3CCCNCC3)c2c1,-3.755,0.176255270514464,-3.5981907000000004,0.2135089096654475,3.755,3.5981907000000004,4.283765811543391,4.238717428996343,-3.771,0.0,3.771,3.771
167,O=[N+]([O-])c1cccc(S(=O)(=O)N2CCCNCC2)c1,-3.383,0.0,-3.3487812,0.2653399510783183,3.383,3.3487812,3.383,4.144801053234955,-3.473,0.4844101046632692,3.473,4.926230313989808
168,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCNCC1,-4.508,0.0,-4.33254,0.1252538022124245,4.508,4.33254,4.508,4.708301406637274,-4.104,0.31196812207515406,4.104,5.039904366225462
169,S=c1[nH]c(=S)n(CCCN2CCNCC2)c2ccccc12,-5.14,0.0322753011198765,-4.9242497,0.1592008574353869,5.14,4.9242497,5.236825903359629,5.401852272306161,-5.244,0.22586050243666442,5.244,5.921581507309993
170,S=c1c(N2CCNCC2)c(NCc2ccccc2)cnc2ccccc12,-5.931,0.0119260540123342,-5.748160700000001,0.2506392317854466,5.931,5.748160700000001,5.966778162037003,6.50007839535634,-5.657,0.35479684803403483,5.657,6.721390544102104
171,c1ccc2c(c1)SCC1CCNCCN21,-3.529,0.0,-3.3064132,0.2531916375831452,3.529,3.3064132,3.529,4.065988112749436,-3.519,0.3406424338100526,3.519,4.540927301430158
