time_ns,ligand_rmsd,backbone_rmsd,d_y133,d_e130,d_d135
0.16,2.3498791709164674e-06,1.823774123129873e-06,3.019263025210592,9.700110992856228,6.276873248974662
0.17,1.0319964581841679,0.7996090040629135,3.4910774429942033,7.640794647910612,5.418970750606579
0.18,1.7307456862287625,0.879887772529015,3.3983222963786766,7.284054363295437,4.776034303611344
0.19,1.7793385419085077,0.9775668653083193,3.279766957662387,7.002995080780055,4.127714823037714
0.2,1.479817357475974,1.214484343250122,3.157685201942135,7.297773857711599,4.985175498039126
0.21,3.312632247656614,1.3984454849279495,3.0603974690006672,7.016758090401321,5.4009380375710245
0.22,2.9961537492942254,1.5296048173252756,2.597400993996242,6.9865829093306475,5.380548091283232
0.23,3.1540477083584793,1.5194145054882515,3.433266231743878,9.016700796096092,4.454715160721586
0.24,2.635276656112056,1.5340195393665954,2.8022164693107205,8.704347129879826,5.708480032152462
0.25,1.8827089237349626,1.6632023737125787,2.8938390342366422,8.661550084052841,6.097736239830481
0.26,2.987760719149879,1.838761386829342,3.164076075883616,7.666717082280651,5.528867052368379
0.27,2.74499998491397,2.017120789164312,2.7044884038069754,6.287084891109954,5.878837221809906
0.28,3.328167261592714,2.1200041052266574,2.096647742544444,4.132026433676162,5.6153716397742555
0.29,4.09835487373705,2.284878418044638,2.190561095195677,4.6590892977742255,5.377170742422673
0.3,3.5011748622512395,2.2646125611931702,2.4632914934603876,5.012439860751565,5.270659259420679
0.31,2.829817331867959,2.284379688758037,2.734742224431779,5.4147762310305145,5.704797889558266
0.32,2.9511738831958922,2.332482048175724,2.1312689300960295,6.13448314808371,5.272306143342796
0.33,2.6247207999194795,2.3826373622434986,2.2243410058201323,5.512113974959125,5.24196995528335
0.34,2.4988518241988547,2.564844712611396,2.5334410348916117,5.576633793116515,4.758893025474071
0.35,3.49645651257145,2.4498246686089558,2.6172957636444814,6.188299196382285,5.8057735347717925
0.36,3.8639098067853297,2.370439955260654,2.491583394966364,5.426302499661592,6.314683215106368
0.37,4.842991577907099,2.4839967278628943,2.5310008601986542,3.3788130872458977,6.536051511545116
0.38,4.233154199576433,2.5573674588488666,2.174528643295002,3.3112482078161514,6.391478971837302
0.39,4.450245488570038,2.667280276354836,2.50778438033354,3.0951967311727864,6.961030131267233
0.4,4.34064580511136,2.7612914224159955,2.306704292814336,3.7367933970149028,7.45393175070567
0.41,4.183172242566315,2.8541665546922976,2.2624737653533864,2.949378044632537,7.105758609426616
0.42,3.888615988431433,3.097615262581833,2.2123682667503535,3.3725779169733627,7.81448057166104
0.43,4.1323463784968215,3.3465767440611836,2.194825383940935,2.428148639383762,7.97536273471249
0.44,4.700739994747785,3.2256726001938913,2.2622044942639703,2.331462898654383,7.661076810936338
0.45,4.544564083150625,3.210632822109581,2.0894064700838677,3.4762363448096836,7.091332172999806
0.46,4.11180569675993,3.190704540617428,2.4459644957427917,3.7640288898608096,7.29558142889989
0.47,4.373979771087011,2.952547150069511,2.588574643988782,4.799296105022872,5.704339748115965
0.48,4.15775434944539,3.091179245317971,2.500871733011597,5.13055466964473,6.749791389848909
0.49,4.85525451444798,3.2290074408337595,3.295936985842491,4.638240215035219,5.769233266169237
0.5,5.210090232785591,3.0959448575463226,2.663811933491237,5.240245882430271,5.60175698357248
0.51,4.872735845690194,3.1405587486417743,2.7100484278106287,7.8771302710887285,5.547978306900113
0.52,5.712336644286379,3.487646871928637,2.2886775966243165,6.233802192341499,5.05188855862593
0.53,5.859441987152271,3.5041458348496306,2.6358717147845345,6.046232943365782,5.152795924316503
0.54,5.276202313293695,3.4943053519947735,2.3190483128325834,5.664931458923179,5.529330567281429
0.55,5.919823168894016,3.6116793226904766,2.7611987891376475,5.270119875268501,5.740936779061263
0.56,5.84502656217948,3.684055231527169,2.4183975263905846,4.870285196427032,5.635173642292546
0.57,6.276012873393328,3.4564575806864557,2.498241383838926,3.4053117985441066,6.076260868190221
0.58,6.224194806296851,3.4708446172843934,2.4269351069121576,4.799067756317125,6.122033088658432
0.59,6.166318945545901,3.5118643891454213,3.8526122966541703,3.235900412472355,5.362523657742616
0.6,6.69667344929635,3.3153459616580485,3.2181019205925687,2.956056718923977,5.5186805049352925
0.61,6.473383249892985,3.415962502625956,2.9180206806003475,3.31156396617867,6.255405522919336
0.62,6.76421247851891,3.266941810995145,2.574872815743859,3.718218009169388,5.40065040427605
0.63,7.114607214466104,3.2509681707699545,2.6639025965327345,3.7934678745169084,5.394941764589653
0.64,7.048259486369352,3.0007769087557543,2.8753898872124877,3.9453988061109024,5.154227187994089
0.65,5.967809583320528,3.115957180253404,2.5509605348530817,4.209226640065266,5.523229638891956
0.66,6.009570242479989,2.9391598018624703,2.3896250128184042,4.683714506749072,6.224931133000551
0.67,6.902888188518283,3.097662028150052,2.790135193878752,3.2753199355131604,7.506098845123441
0.68,7.090896520845659,2.825637258754486,2.599614317270208,2.7817958083770313,5.688022737600648
0.69,6.783288368353264,2.8317470283441306,2.9038415259745296,2.5525178000417363,6.506163632702146
0.7,6.308454566898253,2.812475474507362,2.8588213182287707,3.0363871982874517,6.032920318083907
0.71,6.658952140553967,2.839391608183652,2.5265008067893615,1.781678090666925,5.004908523751209
0.72,6.740861497730294,2.9450480917004622,2.549272959418026,1.7306789856823055,5.289205385100023
0.73,6.894261470056585,3.0576662288841887,2.411542659123416,1.8212466821756563,5.011879233037499
0.74,6.838158353491148,3.0605626442129887,2.683415578863304,1.667125832980583,5.017571180993537
0.75,6.13858066762669,3.300527293141727,2.3741608358395316,1.8779391540112393,5.505380519783014
0.76,6.022056282641745,3.362269717728483,2.376579863547991,1.762275326360066,5.251601566383892
0.77,6.127738157201671,3.423073427175094,2.6067316657345474,1.8377233436232927,5.740262466549708
0.78,6.0134768516958985,3.7070854039433723,2.899147456183099,1.6860423105917262,5.276566066053286
0.79,6.63361177181203,3.794542461415159,2.6113527258437657,1.7209548449553178,5.342746250070551
0.8,7.501797998425716,3.688789331533597,2.6258665547422586,1.6746355339427936,5.188719825097858
0.81,7.1325983630494525,3.635488193587439,2.66664868490095,1.7883711959846493,5.081975962968038
0.82,7.133750792069695,3.7017373491851515,2.7688896272127335,1.9568368353868193,4.885334653739373
0.83,7.251271110245046,3.6471714045479384,2.6143013838398574,1.7382748352946453,4.984850619403875
0.84,7.210596015411391,3.529086734736052,3.176832027030198,1.7117373572489354,5.728697859298401
0.85,6.681571484812351,3.537863139978384,2.789630454670763,1.9251603251828198,5.380264919674924
0.86,6.4331574575557875,3.5711298660696107,2.542455326550601,1.7152282079905155,7.60888481164503
0.87,6.092333723703771,3.5743146000199406,2.8956496961090936,1.945944400567546,8.205867439978219
0.88,6.125164135093949,3.4977145436823958,2.5891049385645335,2.0209885046461786,8.292123027195737
0.89,5.3664517076831375,3.6448124308694023,2.496512618386975,1.923176345926438,7.890884085080199
0.9,5.5179268047817835,3.5830026037032123,2.487165063330951,1.7539051951254494,7.9703452187564965
0.91,4.899353756812882,3.4478498353246416,2.6221301572813953,1.7578878492627887,8.517146805516985
0.92,5.357169339074527,3.363702814945341,2.6770240053292116,2.1337273715109757,7.93211699195685
0.93,5.344326133520576,3.2648410112241817,2.3489545935716896,1.9082924736947744,8.006822197931964
0.94,5.351600374945068,3.3312766206087785,2.438297363148071,1.8203522020052805,7.817964190956521
0.95,5.535714379749835,3.551085343098577,2.644242288935536,1.8158257584821405,8.134173447530674
0.96,5.599555642282303,3.444766355073738,2.494479048444435,1.921560250719237,7.857769847994374
0.97,6.271450008687406,3.4230794571981438,2.645061466259452,1.7982971206362792,8.537910814710541
0.98,6.047659234209771,3.5587877921876454,2.584569839921391,1.721113201705129,8.256783998428409
0.99,6.623554395536656,3.7704244015678055,2.5859925310388796,1.7468488163481242,8.408912863768636
1.0,7.006068948866748,3.69234096021931,2.6469213449558118,1.7537604116754553,7.504536936626101
1.01,6.868290531981837,3.490684079613809,3.008061379135499,1.8370331183909656,8.585556292061705
1.02,6.482168756440992,3.6031685152724466,2.578188324396347,1.6921324408572997,7.760639261147768
1.03,6.061003543357334,3.5827018754771287,3.064036833261261,2.1627132321570497,8.249198507952661
1.04,6.277838230991676,3.6220450686371737,2.690054949786337,1.9417247869830372,7.991589079073964
1.05,6.2327854437415455,3.4703447558397413,2.3342325489540854,1.7615492497557041,6.909288502931128
1.06,6.136792453059907,3.360699291652181,2.632089373210646,1.887798424984051,6.031855235556205
1.07,6.5534416372167925,3.422873386772413,2.4159749737670126,1.7741071504975718,6.735006370503565
1.08,6.881677632181068,3.5482203545266944,2.528163310114708,2.057650332511954,6.887226759777393
1.09,6.9358143503618175,3.7072519104941333,2.8668317890219868,1.8297965469090969,7.3127920181330035
1.1,6.382359277626735,3.849061953795148,2.4437115168196546,1.8407301045738707,5.898212997215591
1.11,6.442632765023661,3.83538562624508,2.839836705832408,1.6833040730462039,5.705890457669517
1.12,7.4076300984289585,3.960783914867302,2.5534844706581277,1.780589016767287,6.390429762328203
1.13,7.309449960580002,4.00892124646003,2.783836593982278,1.6967434203385354,6.664725983593137
1.14,7.636234877911984,4.214896221095804,2.7390512815539334,2.0091749852014242,7.662730119417186
1.15,6.798484368933639,4.441114856245506,2.4621139008575845,1.6606139249916845,7.783253552292101
1.16,6.915125666804527,4.413025116347503,2.647763171333341,1.7074612717759323,7.820339026836197
1.17,6.4581909022776545,4.334943403865831,2.673236024358799,1.833561476816977,8.201650251785628
1.18,6.391339503486071,4.198929180396958,2.617863436763226,1.931244829764057,8.914371636950898
1.19,6.4066729836021885,4.0047428874251825,2.99723646258232,1.6999247992826894,8.294330203201119
1.2,6.533543479056314,4.260471388303431,2.6774089911182233,1.8408831733921935,8.522327379197089
1.21,6.739253916143483,4.203455783463586,2.741946694577512,1.8845419650729194,7.832027166804159
1.22,6.298735101716196,4.182047499250973,2.703339603711758,1.8062576073375058,6.5355951622655315
1.23,6.884464061291417,4.3928432560527675,2.6271890029451272,1.9356495534971057,6.17780682279081
1.24,8.02697132683025,4.477864134128874,2.6690876661435703,1.7445551646469988,6.455243432936826
1.25,8.175392301504132,4.377254483801472,2.616806297811198,2.4754302832540023,5.041158178675898
1.26,7.949101092503186,4.185413001391198,2.7782376755879414,1.7442821591165067,5.100983033604362
1.27,8.523244994622397,4.240910968103685,2.5858150440039442,1.7389328972067344,5.3731209227434835
1.28,8.378368952544507,4.194692456409497,2.348795965457235,1.69606676012937,5.6637439570921195
1.29,8.842813412879481,4.5077756739873465,3.262340740461548,1.697610808514806,7.234879611075473
1.3,8.694936594841458,4.756825643220343,2.780005248872824,1.7976153302780482,6.091008463958395
1.31,9.124010170240359,4.853983712698853,2.855514240900996,1.6608042693212455,6.810057579403618
1.32,9.064589327372916,5.132136924539314,2.757171556129095,1.765119497310527,6.458092443118142
1.33,8.800037666760858,5.035830330278831,2.7814396985873016,1.7688824468610738,6.241713589281137
1.34,9.183367532095055,5.231582785680829,2.886754936066716,1.8596891829174163,7.208020277754203
1.35,9.142196546797985,5.257492105397506,3.020848585873467,1.9752118644737426,7.4058271252261205
1.36,8.710212280834167,5.4158970949314424,3.311263521418739,1.8254792295597593,6.963909462638327
1.37,8.450595311600512,5.4503702648563,3.5945339669063023,1.8611405395193308,7.194482637769962
1.38,8.767286132209811,5.42700051057971,2.5060283278481617,1.7831798759482118,6.411820890256464
1.39,8.151135438975599,5.384208420123308,2.7317253443975282,1.7455170627705905,6.775775460716957
1.4,8.5145362107515,5.48252197179256,3.054542946276831,1.6752338307672363,6.965712062217523
1.41,8.365210580203247,5.606446262095559,2.992420495307658,1.8307129337553818,7.816623562298397
1.42,8.701676164146326,5.439386708212616,3.3439998004792995,1.862396630800198,7.876632026795032
1.43,8.753931825115595,5.405137222324287,3.5242846578134643,1.6910975711939793,7.830638589319646
1.44,7.9765421184781315,5.3560301825882,3.237568722068079,1.9079723193804123,7.014467041552741
1.45,8.408158601540237,5.355670649404927,3.404485485688805,1.776993273350768,6.951654293616076
1.46,8.942548018372667,5.266073135466219,3.1167338218071703,2.0248746004598157,7.282134517533771
1.47,8.751969062800606,5.336826223864823,2.525160019682361,1.7144985925191754,6.437167013304628
1.48,8.643493522332154,5.525296520185833,2.7143486253824247,1.678447357152942,6.878019041151916
1.49,8.97983722867696,5.36345417716284,2.738852172247631,1.8058518115749727,6.152368214011988
1.5,8.832420155229059,5.514087159591471,2.570036781592706,1.9764593592613413,5.893614210685333
1.51,8.672105524897832,5.428118862466192,2.4735156287707714,1.9746407498309992,5.57709439265665
1.52,8.45865118153259,5.597736947485309,2.5213557252553356,1.999646041527268,6.251008112166686
1.53,8.358242360442821,5.526134706753292,2.424730952224133,1.664811435474524,6.104902884955754
1.54,8.628388852989792,5.450133726977453,2.882553520132738,1.6965907523622998,6.632800476890277
1.55,9.21097821487609,5.480941121523038,2.46269453836278,1.9656973677668457,6.572690328570228
1.56,8.56752249873255,5.509578721565137,2.5076264028804385,2.0592170099256584,5.932095504576389
1.57,9.149111461589206,5.617326649769851,2.7428806064603966,1.7912042404402122,6.691409136968332
1.58,10.124558706222814,5.694444287841958,2.921954726904145,1.7816076915174377,5.927922852642161
1.59,9.68522425026044,5.549784917189283,2.6909002989283,1.909685861773649,5.324336847867861
1.6,9.263552410319088,5.605683219982963,2.862502288972546,1.8501651620234973,6.544008124161225
1.61,9.115213343369211,5.496558633682252,2.474727126079301,1.624491735100599,6.079215970540582
1.62,10.040473133948321,5.668070345738455,2.7985649313133982,1.7109095336291142,6.385652694998294
1.63,9.788627327690817,5.848549132944556,2.656265707996877,1.7719596409268759,6.595527774334997
1.64,9.586045873295953,5.551691942037107,2.821325673993844,1.7571377577160485,6.954705487729563
1.65,9.033423702835114,5.502288969321391,2.793542889202388,1.7606190424211619,7.27970303759039
1.66,9.593222091599348,5.400932429073753,2.6907661791116784,1.810072252275867,7.202759360860224
1.67,8.832475284444358,5.234131505458918,2.5971530372680083,1.806554255461868,6.855417432626502
1.68,9.493342112112833,5.320242113700307,2.7461859002452567,1.5919074781643583,7.643295274507943
1.69,9.212630341749943,5.147339496322323,2.6023165103156014,1.9883338619895712,7.085647975392008
1.7,9.445421916480875,5.166398069413937,2.704701083043329,1.8283393423626026,6.324412383280578
1.71,9.114299601724635,5.283496020198279,2.8567431037114828,1.8802162517467862,6.629108540114668
1.72,9.693943842470237,5.274066564046269,2.967538277036092,1.8224931156012465,6.476919889649642
1.73,9.252885673624684,5.229664008520291,2.8315421498785254,1.752487556295834,6.327105601115245
1.74,9.198242563179573,5.226082450268035,3.0492686032013308,1.6969618359078207,6.778371527651479
1.75,9.830017030957697,5.50416757295337,2.6704866775786464,1.7203049666712236,7.069312715451805
1.76,10.149858275350855,5.514517621412798,3.373391992893157,1.9353072225583796,7.699702305824942
1.77,10.536148424589225,5.390801429310647,2.8819578492848175,1.7343625063969073,7.1333157727275465
1.78,10.169252028671874,5.604453377074783,2.735808151483334,2.014109700182362,7.778599319277096
1.79,9.847014597534447,5.453703174513173,2.702022509861476,1.99454447519869,7.216901615524524
1.8,10.132209101389014,5.679870969714988,2.7988250900260554,1.6857780414706747,7.808172393212314
1.81,9.76368743839815,5.508212629222257,2.8952031648942635,1.6673025216966701,7.172367759165978
1.82,10.035660098915326,5.376122124518771,2.657323836292512,1.7903991574508193,7.160769422024249
1.83,10.095421320425396,5.338389795417453,2.5743697073815466,1.8427556194658499,6.627861997948186
1.84,10.198894759467194,5.118610862341955,2.648685151998417,1.9556433652726295,7.5798716206774275
1.85,10.33305401074992,5.150450991599585,2.6093405012561717,1.8487357815494123,6.298300364316633
1.86,9.829476376702859,5.0816087219358534,2.8596826520966365,1.8563874872504966,6.3143776355496115
1.87,9.653362695170491,5.329245950554684,2.6925652070554174,1.8495281313777714,5.662294735273187
1.88,9.316164023972586,5.334109988731351,2.539990202679374,1.6985947495326184,5.602796044142602
1.89,9.004575614363084,5.4171051200038,2.8510627139310696,2.1698978600036676,5.754237244084334
1.9,8.727358944841383,5.390455488202199,2.909653006670379,1.8956373013183905,6.140600840043163
1.91,8.758484490831213,5.091613629809853,2.6959794573846696,1.7947702469586588,5.054997813493766
1.92,8.8392497583817,5.176590740116313,2.4417016136234566,1.7284993509274753,5.195135471068467
1.93,8.3519878910613,5.0544785783564254,2.7958454981312464,2.1837074838345023,4.989788575445852
1.94,8.316425634457158,4.964998944912843,3.0228661766903944,1.8703510957948342,5.164012676488016
1.95,8.808198573336595,5.035323326878323,2.5555295288330035,1.9269846706059868,5.275559532112962
1.96,8.927020662426822,5.012793312062985,2.8796533064362464,1.8637863199558855,4.742916660147222
1.97,8.50132194800733,5.042670390449995,2.7345371163588132,1.8487236152442845,4.890111576028244
1.98,8.708771997442884,4.982472255824123,2.6211245516816235,1.9359946498184497,5.64485437254692
1.99,8.214091858882925,5.062988711632503,2.9470091278342996,1.9522920262797536,6.018501953938479
2.0,8.829104660951115,5.10830898228506,2.9466122875209844,1.7525230320422767,6.1823281692928
2.01,8.357615041417905,5.017319649013217,2.605908902464442,1.6927154655372671,6.412315198273726
2.02,8.963504921206919,4.95376467347641,2.5318741263399143,1.9152343079588676,5.559035563282902
2.03,8.6929680555883,4.826102063060404,2.92201372931626,1.8539319373944556,5.871649202719222
2.04,9.508968879466357,4.905076747124511,2.8412181424730876,1.8645341397514517,5.794619591422621
2.05,10.037964975304101,5.0108884428634255,2.411973579942946,1.9654574796225766,5.633669651719814
2.06,9.91727037458506,5.075987518859937,2.7710852702559663,1.8228683328794386,5.554091009274411
2.07,10.223177043009999,5.085115164479291,2.2908584784408936,1.8914545190574454,4.829487768099469
2.08,10.466405952031057,4.972576230143125,2.668201803865348,1.8874510836794367,5.43794027794548
2.09,10.135201637045528,4.906883981634555,2.5182190301806426,1.7603623650157167,4.9944016749102955
2.1,10.17369374514519,4.829407593706331,2.7568782787643373,1.8776487273140514,4.8015327623956505
2.11,9.162177631084143,4.633910579874663,2.705950777261854,1.8540165001628046,5.085396641003932
2.12,9.144633991832666,4.339877033480409,2.5692515236723112,1.6695594746556093,5.13347793161479
2.13,9.240082325197914,4.361767630946186,2.7255148121803785,2.034557946403258,6.103317425128197
2.14,9.280892899669137,4.3723070436589255,2.851842842436579,2.0819282959337837,6.670097041987153
2.15,9.763105727327806,4.363006209929565,2.802312159778206,1.83921458214547,6.601261046026676
2.16,9.85322072201862,4.446648244932477,2.615226186936822,1.6911493368965878,6.328874859104388
2.17,9.735274642985853,4.461272062779839,2.6489495744527947,1.8727818180065907,4.842996465682324
2.18,9.382300196142587,4.710825413597038,2.5979004494790545,1.6905478795551654,5.506753992934482
2.19,9.408938644789503,4.613387261693806,2.6449992989415176,1.9773402802180413,4.677804836730475
2.2,8.986776279940031,4.600587925628339,2.642103891776861,1.8978130541745164,5.119979307573565
2.21,9.591270651363757,4.662126824898184,2.629519894266728,1.8484786300154297,4.916182695354228
2.22,9.085397219209378,4.505665875052585,2.7282210422886295,1.731436196598193,5.302417535812257
2.23,9.692144380099782,4.6948701643142625,2.590303925126973,1.8358240985243195,5.23787638935281
2.24,9.734243610010159,4.782479992778953,2.8283122054901013,1.7086614389223844,6.532598325696905
2.25,10.155513909537529,4.797270677095857,2.60251931201574,1.786150311003078,6.84995807634277
2.26,10.7552798443283,4.897256019304377,2.985404884123087,1.9583024559868,6.280040115871057
2.27,10.338712266797225,4.80371051610771,2.8577918467759007,1.7375442831790482,6.158693699848166
2.28,9.45127198163454,4.83358566785962,2.635328036986429,1.7181420698983083,5.628276912402186
2.29,9.292905184322926,4.833143817458154,2.6070758894479793,1.9356081141536199,5.88862130981698
2.3,9.207508437220312,4.774331619617164,2.5073306937568516,1.8713057848743706,5.240341977227202
2.31,9.876173997179233,4.582493647503203,2.6256615850173537,1.8938709851239695,5.322476062772024
2.32,9.587537833427824,4.569751581701352,2.4933301986556904,1.9160733232207325,4.914222469928979
2.33,10.423905357562965,4.699118424206052,2.7401088928916906,1.9093162133465285,4.614114517371173
2.34,9.749477907263577,4.791576681414513,2.4798872111260613,1.9472715052198708,4.938396662722002
2.35,8.452225146217513,4.8834657134463235,2.7328284440284722,1.8762136434757373,4.842605281234493
2.36,8.726408474071253,4.761164922064354,2.860355459311253,1.7722338051920548,5.085572468003494
2.37,8.169214601619284,4.770223806733649,2.59387538053017,2.608900277099502,5.646295664940942
2.38,8.752438680530352,4.695162484924428,2.783583945175865,1.7197885838942153,5.456075430833443
2.39,8.730267059138875,4.838006064415309,2.727037053476675,1.828874367999331,5.7710990787720124
2.4,9.132630747444443,4.732732173322313,2.7973301553732766,1.8298080314876313,5.809430967857554
2.41,9.164250205694174,4.830097499473221,2.5909244794930486,1.8835889978651759,6.109084728280926
2.42,8.994374461061646,4.877016958377851,2.8113141000491164,1.921314076364052,5.801158730297274
2.43,9.072681179377355,5.091367399686841,2.591795431345737,1.6928004641701135,5.320587471791342
2.44,8.839404457485585,5.066019017478442,2.649195415905402,1.8350531049042595,5.371746163426836
2.45,8.948143447192182,4.945207437292999,2.6198640963851054,1.8015743027315079,5.962190025331683
2.46,9.127206292134073,5.059411064741123,2.5610202492639416,1.6046991264404535,6.364381488275871
2.47,9.197473710285934,5.050785747951782,2.8519835318936155,1.7786951444577987,6.705899465017861
2.48,8.960496601234283,5.349117783643328,2.8105427986013707,1.7322350093500603,6.728566045877784
2.49,9.474767108508365,5.556040965257188,2.6966324756032902,1.8332359195671728,6.413883532476808
2.5,9.311715496965439,5.579760168778217,2.6743191329883453,1.7593601102936383,6.3705990671673325
2.51,9.244375933501198,5.6113864368425155,2.806968087809617,1.7725930940258867,6.0128110944729025
2.52,9.208772066251074,5.737458337634805,2.609639654403791,1.7990782721306917,6.459526548676628
2.53,9.02610158047564,5.645851925647154,2.6823270317704977,1.8640697966040183,6.40388677895708
2.54,8.6799968260067,5.769687282730554,2.705686607671865,1.9742349930947853,7.162205733363883
2.55,8.952874135514076,5.860632709679813,2.70309558229171,1.7898633065391911,6.676497193780962
2.56,8.621527951487439,5.795101697445754,2.5193872549351064,1.5830893182297823,7.064740122383459
2.57,8.405252648983447,5.766101315150483,2.3460594500991334,1.6531386390583531,7.170159312521802
2.58,8.128545673924133,5.6430333445793215,2.4675638196023244,1.8430990771049753,6.8794036694109115
2.59,7.696045045397303,5.554133758992335,2.705329696284369,1.843517930975143,7.0388233302555925
2.6,7.715617286755238,5.608337728228836,2.874557977635488,1.7934388162892256,7.0337291986343455
2.61,8.134532653890968,5.624661107266891,2.965934565340379,1.8689592080757071,7.633799477774315
2.62,8.272116140676419,5.847491887686609,2.64626392908389,1.9275225126141315,7.191486971037234
2.63,8.623135693799785,5.701593385973355,3.0347691957841683,1.9537562224503207,7.781100202539508
2.64,8.416300485720413,5.723936074367957,2.434390439543587,1.7077804731327935,6.778597851220322
